t1	t2	name	rating
10:00	10:09	Hold kæft, hvor er det pædagogisk	7
25:06	25:48	Plus julestjerne	5
30:03	30:30	Det var nemmere, dengang alle røg	7
31:05	31:44	Swaztika-feltet	7
