t1	t2	name	rating
00:00	00:10	Godmorgen, godformiddag, whatever	7
00:42	01:05	Parametriseringerne	5
02:15	02:41	En af de dyre drenge	9
06:26	06:45	Kan I se det? Nå, okay...	5
12:35	12:38	Puh, hvor ser det væmmeligt ud	8
24:00	24:29	Hvoffor man får 0	7
30:12	30:26	Lad os flux regne videre	9
32:50	32:54	Volumenekspansion 1	6
33:03	33:09	Volumenekspansion 2	7
34:46	35:06	Volumenekspansion 3 - røgring	6
