t1	t2	name	rating
05:11	05:22	Klapper i vores små, fedtede fingre	5
09:39	09:53	For at se om I sov, høhø	5
10:35	11:30	Når man har Maple og hjemmebag	8
24:34	24:47	Når man har Maple og hjemmebag 2	6
35:16	35:50	Saddelpunkt	6
38:52	39:26	En tagrende	5
43:32	43:41	Når man har Maple og hjemmebag 3 	7
