t1	t2	name	rating
00:00	00:09	Godmorgen folkens - lige høj nok	4
00:18	00:29	Godmorgen folkens - lige høj nok 2	4
00:32	00:47	Godmorgen folkens - lige høj nok 3	6
01:52	02:10	Det er ikke særligt svært	7
05:56	06:01	Integralregningens hovedsætning	5
14:13	14:39	En integrerende, blind høne	4
19:03	21:05	Gauss og summen af tallene fra 1 til 100	8
30:32	30:49	Volumen af legoklodsen	4
31:10	31:18	Volumen af legoklodsen 2	4
