t1	t2	name	rating
00:54	01:13	Integration er faktisk svært	8
03:00	03:33	En ualmindelig klam sag 3	6
24:16	24:32	Man råber hjælp, moar	5
27:54	28:21	En skidegod idé	5
30:44	30:55	En rundtur i rædselskabinettet	4
44:47	45:20	Lidt åndsvag, for at synes det er sjovt	6
49:56	51:01	Vi er ikke blevet meget klogere af det	5
