t1	t2	name	rating
00:00	00:06	Ja, så blev det tirsdag	6
00:47	01:00	Vi går lige på og knalder det ned	6
02:32	03:02	En grim kartoffel i rummet	4
05:48	06:12	Hele kartofflen	4
09:19	10:03	Flyttekassen og øller	5
31:18	31:38	Frugtskål fyldt med øl	4
34:12	34:53	Nu lokker I mig i fordærv	7
35:19	35:48	Lykken tilsmiler de snaldrede	7
38:05	38:19	Frugtskål fyldt med øl 2	5
38:25	38:43	Bare for at se om I sov	5
38:44	38:58	Sætter lige et lighedstegn	3
44:28	45:16	Hinandens spejlbilleder	4
