t1	t2	name	rating
00:43	00:56	Mtaylor i maple	5
02:12	02:48	Sinus til en halv	6
05:46	05:52	Knækket kridt	5
11:40	11:53	Ved at være hjemme fra den øde ø	5
12:29	12:45	En lille fejl	5
14:01	15:04	Sinus til en halv, konklusion	5
22:46	22:56	Maple har en kommmando, lim	6
