name,t1,t2,rating
Knækket kridt og av forhelvede,05:15,05:23,8
Jamen bummelummelum,08:40,08:50,6
Det ligner ad helvede til,10:28,10:39,5
Jamen forfanden da,19:18,19:29,7
En underlig fætter,24:05,24:15,6
"e, pi og vores ettal",26:55,27:17,5
Knækket kridt,34:20,34:26,4
Hvad med,35:27,35:37,6
"Arr, I må sgu da indrømme det er lidt sjovt",38:05,38:10,7
Ødelægge en af jeres andre dage,38:27,38:55,6
