name,t1,t2,rating
Mtaylor kan holde denne forelæsning på 3 minutter,03:47,03:59,8
"Maple Maple Maple",04:03,04:19,10
Ellers går vi på Bodega,08:46,09:10,10
Nummerering 1,11:12,11:19,1
Nå jo,12:38,12:44,6
I har set den før,13:33,13:42,5
Andengradspolynomier kan jo bøje,18:14,18:25,7
Jeg går ud fra jeg kan huske,28:46,28:53,7
Hvad kalder vi den fisk,35:43,35:53,6
Et meget venligt dyr,38:07,38:46,7
