semester,skema,title,link,stream_link
E13/F14,Skema C,Gradienter Del 1,https://video.dtu.dk/media/Gradienter+Del+1/0_eialdopd/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_eialdopd/format/url/protocol/https
E13/F14,Skema C,Gradienter Del 2,https://video.dtu.dk/media/Gradienter+Del+2/0_017ci9cj/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_017ci9cj/format/url/protocol/https
E13/F14,Skema C,Værdimængde Del 1,https://video.dtu.dk/media/V%C3%A6rdim%C3%A6ngde+Del+1/0_df2dslrq/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_df2dslrq/format/url/protocol/https
E13/F14,Skema C,Værdimængde Del 2,https://video.dtu.dk/media/V%C3%A6rdim%C3%A6ngde+Del+2/0_g1dsxbs8/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_g1dsxbs8/format/url/protocol/https
E13/F14,Skema C,Symmetriske matricer Del 1,https://video.dtu.dk/media/Symmetriske+matricer+Del+1/0_sr0npicx/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_sr0npicx/format/url/protocol/https
E13/F14,Skema C,Symmetriske matricer Del 2,https://video.dtu.dk/media/Symmetriske+matricer+Del+2/0_ebssutn4/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ebssutn4/format/url/protocol/https
E13/F14,Skema C,Keglesnit Del 1,https://video.dtu.dk/media/Keglesnit+Del+1/0_6r5xmjd9/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_6r5xmjd9/format/url/protocol/https
E13/F14,Skema C,Keglesnit Del 2,https://video.dtu.dk/media/Keglesnit+Del+2/0_rlemfh0z/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_rlemfh0z/format/url/protocol/https
E13/F14,Skema C,Taylor 2 variable Del 1,https://video.dtu.dk/media/Taylor+2+variable+Del+1/0_badrun7d/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_badrun7d/format/url/protocol/https
E13/F14,Skema C,Taylor 2 variable Del 2,https://video.dtu.dk/media/Taylor+2+variable+Del+2/0_ddkera68/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ddkera68/format/url/protocol/https
E13/F14,Skema C,Riemann integraler Del 1,https://video.dtu.dk/media/Riemann+integraler+Del+1/0_r7xjtw2h/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_r7xjtw2h/format/url/protocol/https
E13/F14,Skema C,Riemann integraler Del 2,https://video.dtu.dk/media/Riemann+integraler+Del+2/0_16awr589/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_16awr589/format/url/protocol/https
E13/F14,Skema C,Plan integraler Del 1,https://video.dtu.dk/media/Plan+integraler+Del+1/0_ktl49hb6/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ktl49hb6/format/url/protocol/https
E13/F14,Skema C,Plan integraler Del 2,https://video.dtu.dk/media/Plan+integraler+Del+2/0_9d9k687u/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_9d9k687u/format/url/protocol/https
E13/F14,Skema C,Flader/Fladeintegraler Del 1,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+1/0_pq0hvy58/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_pq0hvy58/format/url/protocol/https
E13/F14,Skema C,Flader/Fladeintegraler Del 2,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+2/0_jlhjlvrc/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_jlhjlvrc/format/url/protocol/https
E13/F14,Skema C,Rum integraler Del 1,https://video.dtu.dk/media/Rum+integraler+Del+1/0_0mfxpta6/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_0mfxpta6/format/url/protocol/https
E13/F14,Skema C,Rum integraler Del 2,https://video.dtu.dk/media/Rum+integraler+Del+2/0_01pcbp4o/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_01pcbp4o/format/url/protocol/https
E13/F14,Skema C,Vektorfelter Del 1,https://video.dtu.dk/media/Vektorfelter+Del+1/0_9gpfaj2s/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_9gpfaj2s/format/url/protocol/https
E13/F14,Skema C,Vektorfelter Del 2,https://video.dtu.dk/media/Vektorfelter+Del+2/0_1b9ylyll/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_1b9ylyll/format/url/protocol/https
E13/F14,Skema C,Tangentielt kurveintegral Del 1,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+1/0_89gthlrp/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_89gthlrp/format/url/protocol/https
E13/F14,Skema C,Tangentielt kurveintegral Del 2,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+2/0_yvvwc7hl/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_yvvwc7hl/format/url/protocol/https
E13/F14,Skema C,Flux Del 1,https://video.dtu.dk/media/Flux+Del+1/0_vys1kp90/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_vys1kp90/format/url/protocol/https
E13/F14,Skema C,Flux Del 2,https://video.dtu.dk/media/Flux+Del+2/0_8wqy4l3q/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_8wqy4l3q/format/url/protocol/https
E13/F14,Skema C,Gauss sætning Del 1,https://video.dtu.dk/media/Gauss+s%C3%A6tning+Del+1/0_9luirg09/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_9luirg09/format/url/protocol/https
E13/F14,Skema C,Gauss sætning Del 2,https://video.dtu.dk/media/Gauss+s%C3%A6tning+Del+2/0_cvpsr0xw/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_cvpsr0xw/format/url/protocol/https
E13/F14,Skema C,Stokes/Potentialer Del 1,https://video.dtu.dk/media/Stokes+Potentialer+Del+1/0_efyt0ue2/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_efyt0ue2/format/url/protocol/https
E13/F14,Skema C,Stokes/Potentialer Del 2,https://video.dtu.dk/media/Stokes+Potentialer+Del+2/0_ad04nanw/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ad04nanw/format/url/protocol/https
E13/F14,Skema C,Stokes/Potentialer Del 1,https://video.dtu.dk/media/Stokes+Potentialer+Del+1/0_yn5qrc1i/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_yn5qrc1i/format/url/protocol/https
E13/F14,Skema C,Stokes/Potentialer Del 2,https://video.dtu.dk/media/Stokes+Potentialer+Del+2/0_83dsewjo/200597,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_83dsewjo/format/url/protocol/https
E14/F15,Skema C,Komplekse tal på rektangulær form Del 1,https://video.dtu.dk/media/Komplekse+tal+p%C3%A5+rektangul%C3%A6r+form+Del+1/0_1i5b5665/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_1i5b5665/format/url/protocol/https
E14/F15,Skema C,Komplekse tal på rektangulær form Del 2,https://video.dtu.dk/media/Komplekse+tal+p%C3%A5+rektangul%C3%A6r+form+Del+2/0_rnfo3bck/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_rnfo3bck/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_pdcktrl4/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_pdcktrl4/format/url/protocol/https
E14/F15,Skema C,Komplekse Tal Del 2,https://video.dtu.dk/media/Komplekse+Tal+Del+2/0_1a3bysay/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_1a3bysay/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_m2g2ofvr/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_m2g2ofvr/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_0oig7u4r/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_0oig7u4r/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_0j7b7rst/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_0j7b7rst/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_cx1tq6yt/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_cx1tq6yt/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_lmfvg9xp/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_lmfvg9xp/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_orr5ks8b/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_orr5ks8b/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_twkps3dd/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_twkps3dd/format/url/protocol/https
E14/F15,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_nxwxdb4e/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_nxwxdb4e/format/url/protocol/https
E14/F15,Skema C,Integralregning Del1,https://video.dtu.dk/media/Integralregning+Del1/0_v310w8at/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_v310w8at/format/url/protocol/https
E14/F15,Skema C,Integralregning Del2,https://video.dtu.dk/media/Integralregning+Del2/0_5ou7q9u4/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_5ou7q9u4/format/url/protocol/https
E14/F15,Skema C,Lineære ligninger Del 1,https://video.dtu.dk/media/Line%C3%A6re+ligninger+Del+1/0_njzyaqva/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_njzyaqva/format/url/protocol/https
E14/F15,Skema C,Lineære ligninger Del 2,https://video.dtu.dk/media/Line%C3%A6re+ligninger+Del+2/0_sm6ip7m3/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_sm6ip7m3/format/url/protocol/https
E14/F15,Skema C,Lineær Algebra Del 1,https://video.dtu.dk/media/Line%C3%A6r+Algebra+Del+1/0_jnsn8x7b/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_jnsn8x7b/format/url/protocol/https
E14/F15,Skema C,Lineær Algebra Del 2,https://video.dtu.dk/media/Line%C3%A6r+Algebra+Del+2/0_nvo6vd6b/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_nvo6vd6b/format/url/protocol/https
E14/F15,Skema C,Kvadratiske matricer Del 1,https://video.dtu.dk/media/Kvadratiske+matricer+Del+1/0_p8rvbma9/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_p8rvbma9/format/url/protocol/https
E14/F15,Skema C,Kvadratiske matricer Del 2,https://video.dtu.dk/media/Kvadratiske+matricer+Del+2/0_tea1f3gh/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_tea1f3gh/format/url/protocol/https
E14/F15,Skema C,Geometriske vektorer Del 1,https://video.dtu.dk/media/Geometriske+vektorer+Del+1/0_9lgn8aal/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_9lgn8aal/format/url/protocol/https
E14/F15,Skema C,Geometriske vektorer Del 2,https://video.dtu.dk/media/Geometriske+vektorer+Del+2/0_dy5d057q/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_dy5d057q/format/url/protocol/https
E14/F15,Skema C,Vektorrum Del 1,https://video.dtu.dk/media/Vektorrum+Del+1/0_eqm7tsgj/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_eqm7tsgj/format/url/protocol/https
E14/F15,Skema C,Vektorrum Del 2,https://video.dtu.dk/media/Vektorrum+Del+2/0_ydef03sz/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ydef03sz/format/url/protocol/https
E14/F15,Skema C,Lineær afbildning Del 1,https://video.dtu.dk/media/Line%C3%A6r+afbildning+Del+1/0_vvj6yeb5/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_vvj6yeb5/format/url/protocol/https
E14/F15,Skema C,Lineær afbildning Del 2,https://video.dtu.dk/media/Line%C3%A6r+afbildning+Del+2/0_tmkweoc7/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_tmkweoc7/format/url/protocol/https
E14/F15,Skema C,Basisskifte Del 1,https://video.dtu.dk/media/Basisskifte+Del+1/0_q3496uth/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_q3496uth/format/url/protocol/https
E14/F15,Skema C,Basisskifte Del 2,https://video.dtu.dk/media/Basisskifte+Del+2/0_7g3hvlwp/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_7g3hvlwp/format/url/protocol/https
E14/F15,Skema C,Funktionsrum Del 1,https://video.dtu.dk/media/Funktionsrum+Del+1/0_j2skq92u/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_j2skq92u/format/url/protocol/https
E14/F15,Skema C,Funktionsrum Del 2,https://video.dtu.dk/media/Funktionsrum+Del+2/0_zq8xsgh0/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_zq8xsgh0/format/url/protocol/https
E14/F15,Skema C,Egenværdier Del 1,https://video.dtu.dk/media/Egenv%C3%A6rdier+Del+1/0_p3598zhd/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_p3598zhd/format/url/protocol/https
E14/F15,Skema C,Egenværdier Del 2,https://video.dtu.dk/media/Egenv%C3%A6rdier+Del+2/0_icjz5dlv/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_icjz5dlv/format/url/protocol/https
E14/F15,Skema C,Diagonalisering Del 1,https://video.dtu.dk/media/Diagonalisering+Del+1/0_t2zmpmak/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_t2zmpmak/format/url/protocol/https
E14/F15,Skema C,Diagonalisering Del 2,https://video.dtu.dk/media/Diagonalisering+Del+2/0_yena0rnw/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_yena0rnw/format/url/protocol/https
E14/F15,Skema C,1. ord. diff-ligninger Del 1,https://video.dtu.dk/media/1.+ord.+diff-ligninger+Del+1/0_lfnudylz/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_lfnudylz/format/url/protocol/https
E14/F15,Skema C,1. ord. diff-ligninger Del 2,https://video.dtu.dk/media/1.+ord.+diff-ligninger+Del+2/0_ccw8pdv7/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ccw8pdv7/format/url/protocol/https
E14/F15,Skema C,2. ord. diff-ligninger Del 1,https://video.dtu.dk/media/2.+ord.+diff-ligninger+Del+1/0_0k7mwp1p/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_0k7mwp1p/format/url/protocol/https
E14/F15,Skema C,2. ord. diff-ligninger Del 2,https://video.dtu.dk/media/2.+ord.+diff-ligninger+Del+2/0_qkrsev0s/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_qkrsev0s/format/url/protocol/https
E14/F15,Skema C,System af diff-ligninger Del 1 (480p),https://video.dtu.dk/media/System+af+diff-ligninger+Del+1+%28480p%29/0_xd3or4ha/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_xd3or4ha/format/url/protocol/https
E14/F15,Skema C,System af diff-ligninger Del 1,https://video.dtu.dk/media/System+af+diff-ligninger+Del+1/0_p0g1c6jr/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_p0g1c6jr/format/url/protocol/https
E14/F15,Skema C,System af diff-ligninger Del 2,https://video.dtu.dk/media/System+af+diff-ligninger+Del+2/0_6qd0w41m/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_6qd0w41m/format/url/protocol/https
E14/F15,Skema C,Repetition Del 1,https://video.dtu.dk/media/Repetition+Del+1/0_prnu192z/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_prnu192z/format/url/protocol/https
E14/F15,Skema C,Repetition Del 2,https://video.dtu.dk/media/Repetition+Del+2/0_26crdz15/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_26crdz15/format/url/protocol/https
E14/F15,Skema C,Taylor 1 variable Del 1,https://video.dtu.dk/media/Taylor+1+variable+Del+1/0_u1gh8oni/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_u1gh8oni/format/url/protocol/https
E14/F15,Skema C,Taylor 1 variable Del 2,https://video.dtu.dk/media/Taylor+1+variable+Del+2/0_f853woeu/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_f853woeu/format/url/protocol/https
E14/F15,Skema C,Funktioner 2 variable Del 1,https://video.dtu.dk/media/Funktioner+2+variable+Del+1/0_vfolffn8/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_vfolffn8/format/url/protocol/https
E14/F15,Skema C,Funktioner 2 variable Del 2,https://video.dtu.dk/media/Funktioner+2+variable+Del+2/0_nf1g45tq/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_nf1g45tq/format/url/protocol/https
E14/F15,Skema C,Gradienter Del 1,https://video.dtu.dk/media/Gradienter+Del+1/0_y5yvpx3b/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_y5yvpx3b/format/url/protocol/https
E14/F15,Skema C,Gradienter Del 2,https://video.dtu.dk/media/Gradienter+Del+2/0_26zf69fm/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_26zf69fm/format/url/protocol/https
E14/F15,Skema C,Værdimængde Del 1,https://video.dtu.dk/media/V%C3%A6rdim%C3%A6ngde+Del+1/0_45ofm1yg/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_45ofm1yg/format/url/protocol/https
E14/F15,Skema C,Værdimængde Del 2,https://video.dtu.dk/media/V%C3%A6rdim%C3%A6ngde+Del+2/0_2rilpb93/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_2rilpb93/format/url/protocol/https
E14/F15,Skema C,Symmetriske matricer Del 1,https://video.dtu.dk/media/Symmetriske+matricer+Del+1/0_m3p59yei/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_m3p59yei/format/url/protocol/https
E14/F15,Skema C,Symmetriske matricer Del 2,https://video.dtu.dk/media/Symmetriske+matricer+Del+2/0_fgr15sdc/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_fgr15sdc/format/url/protocol/https
E14/F15,Skema C,Keglesnit Del 1,https://video.dtu.dk/media/Keglesnit+Del+1/0_44znblbh/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_44znblbh/format/url/protocol/https
E14/F15,Skema C,Keglesnit Del 2,https://video.dtu.dk/media/Keglesnit+Del+2/0_y8wx8l8w/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_y8wx8l8w/format/url/protocol/https
E14/F15,Skema C,Taylor 2 variable Del 1,https://video.dtu.dk/media/Taylor+2+variable+Del+1/0_w3ut6sxt/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_w3ut6sxt/format/url/protocol/https
E14/F15,Skema C,Taylor 2 variable Del 2,https://video.dtu.dk/media/Taylor+2+variable+Del+2/0_ypas85xz/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ypas85xz/format/url/protocol/https
E14/F15,Skema C,Riemann integraler Del 1,https://video.dtu.dk/media/Riemann+integraler+Del+1/0_4thr6y2y/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_4thr6y2y/format/url/protocol/https
E14/F15,Skema C,Riemann integraler Del 2,https://video.dtu.dk/media/Riemann+integraler+Del+2/0_t9z4zwfi/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_t9z4zwfi/format/url/protocol/https
E14/F15,Skema C,Plan integraler Del 1,https://video.dtu.dk/media/Plan+integraler+Del+1/0_t6qe8be3/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_t6qe8be3/format/url/protocol/https
E14/F15,Skema C,Plan integraler Del 2,https://video.dtu.dk/media/Plan+integraler+Del+2/0_fj7pawt4/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_fj7pawt4/format/url/protocol/https
E14/F15,Skema C,Flader/Fladeintegraler Del 1,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+1/0_unf3g3wa/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_unf3g3wa/format/url/protocol/https
E14/F15,Skema C,Flader/Fladeintegraler Del 2,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+2/0_223lng4r/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_223lng4r/format/url/protocol/https
E14/F15,Skema C,Rum integraler Del 1,https://video.dtu.dk/media/Rum+integraler+Del+1/0_ned88ak4/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ned88ak4/format/url/protocol/https
E14/F15,Skema C,Rum integraler Del 2,https://video.dtu.dk/media/Rum+integraler+Del+2/0_4mm20kvd/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_4mm20kvd/format/url/protocol/https
E14/F15,Skema C,Vektorfelter Del 1,https://video.dtu.dk/media/Vektorfelter+Del+1/0_frir90xy/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_frir90xy/format/url/protocol/https
E14/F15,Skema C,Vektorfelter Del 2,https://video.dtu.dk/media/Vektorfelter+Del+2/0_h5vgfj0x/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_h5vgfj0x/format/url/protocol/https
E14/F15,Skema C,Tangentielt kurveintegral Del 1,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+1/0_r0mq9efy/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_r0mq9efy/format/url/protocol/https
E14/F15,Skema C,Tangentielt kurveintegral Del 2,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+2/0_3jcjgell/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_3jcjgell/format/url/protocol/https
E14/F15,Skema C,Flux Del 1,https://video.dtu.dk/media/Flux+Del+1/0_had66szm/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_had66szm/format/url/protocol/https
E14/F15,Skema C,Flux Del 2,https://video.dtu.dk/media/Flux+Del+2/0_wgx6znxg/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_wgx6znxg/format/url/protocol/https
E14/F15,Skema C,Gauss sætning Del 2,https://video.dtu.dk/media/Gauss+s%C3%A6tning+Del+2/0_ax49iqh2/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ax49iqh2/format/url/protocol/https
E14/F15,Skema C,Stokes/Potentialer Del 1,https://video.dtu.dk/media/Stokes+Potentialer+Del+1/0_3o3xp6lu/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_3o3xp6lu/format/url/protocol/https
E14/F15,Skema C,Stokes/Potentialer Del 2,https://video.dtu.dk/media/Stokes+Potentialer+Del+2/0_e1yjrr3x/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_e1yjrr3x/format/url/protocol/https
E14/F15,Skema C,Eksamenstræning Del 2,https://video.dtu.dk/media/Eksamenstr%C3%A6ning+Del+2/0_54fyue2i/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_54fyue2i/format/url/protocol/https
E14/F15,Skema C,Eksamenstræning Del 1,https://video.dtu.dk/media/Eksamenstr%C3%A6ning+Del+1/0_s40ms45e/200601,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_s40ms45e/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_e772o1mz/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_e772o1mz/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_w5hdkjwk/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_w5hdkjwk/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_5sm960d4/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_5sm960d4/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_dmyqyzi0/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_dmyqyzi0/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 1,https://video.dtu.dk/media/Komplekse+tal+Del+1/0_ap282usn/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_ap282usn/format/url/protocol/https
E15/F16,Skema C,Komplekse tal Del 2,https://video.dtu.dk/media/Komplekse+tal+Del+2/0_vyvs4kh6/185147,https://dchsou11xk84p.cloudfront.net/p/201/sp/20100/playManifest/entryId/0_vyvs4kh6/format/url/protocol/https
