t1	t2	name	rating
00:16	00:39	Færdig med projektarbejdet og retfærdighed i verden	7
00:41	01:12	Årsfest, eksamen og Gauss' divergenssætning	7
01:51	02:20	Eksamenssæt med runer	6
05:23	05:32	Den skulle nok lige tegnes lidt pænere, så	7
08:18	08:42	Når man griber sin fadøl	8
12:25	12:44	Det gælder i vilkårlige dimensioner	6
34:40	34:47	Hvordan parametriserer man en cirkel?	7
