t1	t2	name	rating
00:36	00:60	I vil synes det er sjovt	5
01:25	01:39	Resten kommer af sig selv	5
10:57	11:08	Lillemor er en sten	4
11:10	11:20	Den gamle lærer ked af det	4
12:33	12:54	En affin funktion	4
16:27	16:37	Yt, Nix	6
18:21	18:37	En matematiker, der brokker sig	4
26:10	26:20	Det skal man ikke tro på	5
29:06	29:22	Bingo	8
