t1	t2	name	rating
00:03	00:07	Edermaenme tirsdag	7
15:55	16:06	Vinkelrette vektorer	5
25:30	25:52	Gram-Schmidt	7
28:00	28:19	Gram-Schmidt i Maple	5
29:49	30:00	Hold kæft hvor er det smart	4
31:15	31:20	Kæft hvor er det genialt, ik'?	7
31:48	31:56	Gram-Schmidt i Maple 2	5
