t1	t2	name	rating
00:05	00:14	Alting har en ende	7
11:05	11:17	Det nemmeste i hele verden	6
21:20	21:39	Superposition nede på Den Lokale Bodega	8
26:15	26:25	Kæft, hvor er det smart	5
40:03	40:25	Den komplekse eksponentialfunktion	8
41:31	42:07	Den komplekse gættemetode	7
45:02	45:13	Det jo ikke nul	4
46:37	46:54	Det kan sagtens lade sig gøre	6
46:59	47:15	Noget andet	7
53:19	53:41	Lårtrykke stråler	6
53:47	53:58	Dsolve, færdig	6
