t1	t2	name	rating
00:55	01:10	Jeg tror ikke, I vil synes det er svært	7
10:50	12:09	Specielle foreninger der elsker vektorfelter	8
12:26	12:51	Specielle foreninger der elsker vektorfelter 2	7
17:15	17:24	Bingo - forelæsning 45	5
20:11	20:24	Der er et eller andet galt	7
