t1	t2	name	rating
11:48	13:20	Det er et meget stabilt system vi har her	8
30:28	31:01	Noget, man kan gøre i en computer	7
32:42	33:12	Moster Gudruns parabelskål	6
41:35	41:38	En donut folkens	5
