t1	t2	name	rating
04:15	04:43	Borgmesterens komplekse fisk	7
19:30	19:34	Okay, det var edermaenme nemt	6
26:23	26:48	Hjemmeopgaver, der skal afleveres	5
42:58	43:33	Pindsvin, der er gået i vinterhi	5
47:24	47:49	Religionstime	5
52:52	53:28	Den forvirrede brygmester	4
