t1	t2	name	rating
01:22	01:29	Det er faktisk meget sjovt at vide	5
09:26	09:43	Trigonometriske funktioner	3
13:35	13:45	Ganske simple ligninger	4
15:08	15:15	Fragtet færgen over	5
21:50	25:06	Jamen for fanden hr. Pedersen	5
28:57	29:09	Morale, morale	3
32:01	32:30	Julegaverne	5
