t1	t2	name	rating
00:02	00:09	Fredagsbøn	6
00:30	00:36	Holde ud at høre mig selv	4
02:35	02:42	Gøre noget	5
03:11	03:19	Få repeteret	4
07:18	07:32	Det er bare dumt	5
08:36	09:00	Hele baduljen	5
11:25	13:38	Mængden af alle mængder	8
29:17	29:29	Hvis man lader være med at regne	4
33:33	33:42	Hvis ens hjerne er osteagtig	6
34:47	34:59	Glad for konjugering	5
40:48	40:53	De gamle grækere	6
50:24	50:46	Kollegaen fra Den Lokale Bænk	7
58:53	59:26	Hvis I synes det er sjovt	7
