t1	t2	name	rating
01:26	01:46	Deres navne på fint	3
18:38	18:44	Seniliten breder sig	6
38:50	39:00	Kodylt fedt	5
50:38	50:41	Er I med på den	5
59:54	01:00:25	Fredagskvarteret	6
