t1	t2	name	rating
12:32	12:55	Det der var ideen	5
16:20	16:32	I kan ikke holde ud at vente mere	5
36:13	36:59	En ualmindelig klam sag	6
37:11	38:13	En ualmindelig klam sag 2	6
