t1	t2	name	rating
02:17	02:20	Det jeg også fik mumlet om	3
05:09	05:16	Selvfølgelig lidt syret	5
08:05	08:09	Eksotisk fætter	6
13:02	13:05	Straaange	4
16:13	16:19	Er det smart?	6
17:24	17:39	Lille Gilbert	7
20:30	21:04	Mona Lisa er en sæk	9
27:42	27:56	Helst ikke skal have inde for døre	4
33:16	33:25	Hjælp til hjemmeopgave pling plam	7
35:54	36:08	Tydelig ret linje	6
38:08	38:13	Kører for de gamle soldater	7
40:54	41:13	Julefrokostspørgsmål	8
