t1	t2	name	rating
00:03	00:16	Godmorgen. Toget skal igang igen	4
00:44	01:00	Uforståelige ting, der foregår herude	4
07:37	07:43	Hovsa, det var en egenvektor	5
15:22	15:32	Flyt dig dog f	4
16:02	16:04	Knækket kridt - forelæsning 25	4
26:12	26:24	Bingo, Bango	5
29:29	29:51	Simpelt som i mænds opførsel	6
33:17	33:25	Av forhelvede - knækket kridt	6
33:44	34:18	Konklusion på bevis - det gør der ikke	5
35:04	35:21	Hvordan?	7
40:18	40:24	Kan I huske det?	7
