name;t1;t2;rating
Skjult nummer og fjernsyn;01:41;02:11;5
Skjult nummer og fjernsyn 2;02:17;02:31;5
2. ordens Taylorpolynomium og Maple;03:33;04:08;6
Knækket kridt - forelæsning 35;04:17;04:37;4
Noget småt;09:21;09:38;5
Den andenafledede og funktionens humør;12:28;12:53;7
Ellers skriger I;21:08;21:25;6
Ååååh, mamamia;22:29;22:44;6
Mtaylor, bum, færdig;26:54;27:10;6
