name	t1	t2	rating
Det vil der blive arbejdet med, siger dem der arbejder	00:19	00:28	7
Hvis jeg nu tegner enhedscirklen	05:13	05:22	4
Enhedscirklen og lottokuponer	20:06	20:24	7
Michael forhelvede - kan man sætte noget udenfor parantes	28:51	28:58	7
