name;t1;t2;rating
Zen moment;00:00;00:05;7
Indføre en ny måde at skrive dem på;01:49;02:06;6
Av for helvede og knækket kridt;11:30;11:39;8
Enhedsægget;12:26;12:43;8
Et komplekst tal i gryden;16:56;17:14;6
Enhedsægget 2;20:10;20:17;8
En begravet hund;24:41;24:58;7
Husker nede i Aldi;28:15;28:38;6
Spot on med Gammel Dansk;29:04;29:27;10
Det er tre tal;41:30;41:57;7
