name	t1	t2	rating
Edermaenme tirsdag	00:03	00:07	7
Vinkelrette vektorer	15:55	16:06	5
Gram-Schmidt	25:30	25:52	7
Gram-Schmidt i Maple	28:00	28:19	5
Hold kæft hvor er det smart	29:49	30:00	4
Kæft hvor er det genialt, ik'?	31:15	31:20	7
Gram-Schmidt i Maple 2	31:48	31:56	5
