tag,stream_title,link
E19BL29,Uge 11 Lille Dag Diagonalisering ved ortogonal substition,https://video.dtu.dk/media/Uge+11%2C+Lille+DagA+Diagonalisering+ved+ortogonal+substition/0_falvgyjg/241155
E19BL30,Uge 12 Store dag Differentialligningssystemer part1,https://video.dtu.dk/media/Uge+12+Store+dagA+Differentialligningssystemer+part1/0_zupwbzd8/241155
E19BL31,Uge 12 Store dag Differentialligningssystemer part 2,https://video.dtu.dk/media/Uge+12+Store+dagA+Differentialligningssystemer+part+2/0_33b5l08m/241155
E19BL32,Uge 13 Store Dag Andenordens differentialligninger Del 1,https://video.dtu.dk/media/Uge+13%2C+Store+DagA+Andenordens+differentialligninger+Del+1/0_f8qm3d1z/241155
E19BL33,Uge 13 Store Dag Andenordens differentialligninger Del 2,https://video.dtu.dk/media/Uge+13%2C+Store+DagA+Andenordens+differentialligninger+Del+2/0_d22kju7m/241155
E19BL34,Uge 13 Lilledag Repetition,https://video.dtu.dk/media/Uge+13+Lilledag+Repetition/0_h3ktdh7z/241155
F20BL01,Uge 1 - Store Dag Funktioner af to variable Del 2,https://video.dtu.dk/media/Uge+1+-+Store+DagA+Funktioner+af+to+variable+Del+2/0_5t0oijg3/241155
F20BL02,Uge 1 - Store Dag Funktioner af to variable Del 2,https://video.dtu.dk/media/Uge+1+-+Store+DagA+Funktioner+af+to+variable+Del+2/0_5t0oijg3/241155
F20BL03,Uge 1 Lille Dag Mere om funktioner af to variable,https://video.dtu.dk/media/Uge+1%2C+Lille+DagA+Mere+om+funktioner+af+to+variable/0_oysu93cn/241155
F20BL04,Uge 2 Store Dag Taylors formler i to variable Del 1,https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Taylors+formler+i+to+variable+Del+1/0_nusqqx7z/241155
F20BL05,Uge 2 Store Dag Taylors formler i to variable Del 2,https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Taylors+formler+i+to+variable+Del+2/0_j0zeoj2u/241155
F20BL06,Uge 2 Lille Dag Keglesnit,https://video.dtu.dk/media/Uge+2%2C+Lille+DagA+Keglesnit/0_cyyzl7ph/241155
F20BL07,Uge 3 Store Dag Ekstremumsundersøgelser part 1,https://video.dtu.dk/media/Uge+3%2C+Store+DagA+Ekstremumsunders%C3%B8gelser+part+1/0_rpz8h8w1/241155
F20BL09,Uge 4 Store Dag - Riemann-integralet del 1,https://video.dtu.dk/media/Store+Dag+-+Riemann-integralet+del+1/0_n1gd52gn/241155
F20BL10,Uge 4 Store Dag - Riemann-integralet del 2,https://video.dtu.dk/media/Store+Dag+-+Riemann-integralet+del+2/0_zscgnmbu/241155
F20BL11,Uge 4 Lille Dag Integrationsteknik,https://video.dtu.dk/media/Uge+4%2C+Lille+DagA+Integrationsteknik/0_sa93kjmf/241155
F20BL12,Uge 5 Store Dag – Planintegraler del 1,https://video.dtu.dk/media/Uge+5%2C+Store+Dag+%E2%80%93+Planintegraler+del+1/0_l078iura/241155
F20BL13,Uge 5 Store Dag – Planintegraler del 2,https://video.dtu.dk/media/Store+Dag+%E2%80%93+Planintegraler+del+2/0_cih2pm3f/241155
F20BL14,Uge 5 Lille Dag Særlige flader i rummet,https://video.dtu.dk/media/Uge+5%2C+Lille+DagA+S%C3%A6rlige+flader+i+rummet/0_mmlavfgr/241155
