name,t1,t2,rating
Placeholder,00:05,00:11,1
Placeholder,01:16,01:22,1
Placeholder,02:05,02:19,1
Placeholder,03:15,03:49,1
Placeholder,08:01,08:13,1
Placeholder,12:01,12:13,1
Placeholder,12:55,13:00,1
Placeholder,13:25,13:32,1
Placeholder,13:37,14:05,1
Placeholder,14:17,14:36,1
Placeholder,15:38,15:47,1
Placeholder,16:12,16:16,1
Placeholder,16:34,16:39,1
Placeholder,17:45,18:03,1
Placeholder,20:01,20:06,1
Placeholder,23:31,23:45,1
Placeholder,24:08,24:13,1
Placeholder,25:18,25:22,1
Placeholder,27:56,28:06,1
Placeholder,28:19,28:46,1
Placeholder,29:18,29:41,1
Placeholder,30:00,30:08,1
Placeholder,30:25,30:45,1
Placeholder,31:22,31:35,1
Placeholder,32:49,33:11,1
Placeholder,33:43,33:50,1
Placeholder,35:34,35:42,1
Placeholder,35:58,36:02,1
Placeholder,37:23,37:31,1
Placeholder,37:41,37:55,1
Placeholder,38:04,38:26,1
Placeholder,38:37,38:40,1
Placeholder,38:41,38:47,1
Placeholder,38:54,39:09,1
