name	t1	t2	rating
Mtaylor i maple	00:43	00:56	5
Sinus til en halv	02:12	02:48	6
Knækket kridt	05:46	05:52	5
Ved at være hjemme fra den øde ø	11:40	11:53	5
En lille fejl	12:29	12:45	5
Sinus til en halv, konklusion	14:01	15:04	5
Maple har en kommmando, lim	22:46	22:56	6
