name;t1;t2;rating
Glædelig fredag;00:00;00:08;8
Glemt af nogen;00:08;00:26;5
Ikke særligt teoretisk svært;00:28;00:40;7
På campingtur;00:43;00:57;5
Højresiden;03:32;03:42;5
Gausser til fest på Kollegiet;08:22;08:48;9
Knækket kridt, av;10:11;10:16;6
Lalalala;31:08;31:21;5
Finde ud af i min morgenbrandert;45:10;45:36;6
Kaffekop;45:39;45:51;5
Kaffekop 2;46:15;46:25;6
Av;46:35;46:40;5
Endnu hurtigere i Maple;47:59;48:15;6
Pong og World of Warcraft;54:12;55:15;8
