name	t1	t2	rating
Det er faktisk meget sjovt at vide	01:22	01:29	5
Trigonometriske funktioner	09:26	09:43	3
Ganske simple ligninger	13:35	13:45	4
Fragtet færgen over	15:08	15:15	5
Jamen for fanden hr. Pedersen	21:50	25:06	5
Morale, morale	28:57	29:09	3
Julegaverne	32:01	32:30	5
