name,t1,t2,rating
Placeholder,00:07,00:24,1
Placeholder,02:22,02:26,1
Placeholder,03:49,03:57,1
Placeholder,09:28,09:34,1
Placeholder,11:10,11:19,1
Placeholder,14:30,14:37,1
Placeholder,15:20,15:25,1
Placeholder,16:17,16:30,1
Placeholder,21:17,21:26,1
Placeholder,21:36,21:41,1
Placeholder,22:36,22:47,1
Placeholder,22:48,22:58,1
Placeholder,24:01,24:08,1
Placeholder,27:14,27:36,1
Placeholder,30:04,30:15,1
Placeholder,34:51,34:54,1
Placeholder,34:57,35:04,1
Placeholder,35:47,35:55,1
Placeholder,36:09,36:23,1
Placeholder,36:27,36:36,1
Placeholder,37:31,37:54,1
Placeholder,39:14,39:20,1
Placeholder,39:21,39:24,1
Placeholder,43:35,43:53,1
