name;t1;t2;rating
Jeg tror ikke, I vil synes det er svært;00:55;01:10;7
Specielle foreninger der elsker vektorfelter;10:50;12:09;8
Specielle foreninger der elsker vektorfelter 2;12:26;12:51;7
Bingo - forelæsning 45;17:15;17:24;5
Der er et eller andet galt;20:11;20:24;7
