name;t1;t2;rating
Godmorgen og hold jeres kæft;00:00;00:19;8
Bare bestil nogle pizzaer med til mig;13:40;13:55;6
Noget småt - forelæsning 37;14:03;14:25;4
Verden er uretfærdig;24:08;24:21;7
Bare for at se om i sov;32:05;32:17;5
Never calculate in public;43:38;43:48;5
Tricks og julelege - åh nej, moar;44:13;44:32;4
Okay?;44:57;45:10;6
Et nanosekund i Maple og Øde Ø-versionen;45:35;45:52;7
