name	t1	t2	rating
Klapper i vores små, fedtede fingre	05:11	05:22	5
For at se om I sov, høhø	09:39	09:53	5
Når man har Maple og hjemmebag	10:35	11:30	8
Når man har Maple og hjemmebag 2	24:34	24:47	6
Saddelpunkt	35:16	35:50	6
En tagrende	38:52	39:26	5
Når man har Maple og hjemmebag 3 	43:32	43:41	7
