name	t1	t2	rating
Hold kæft, hvor er det pædagogisk	10:00	10:09	7
Plus julestjerne	25:06	25:48	5
Det var nemmere, dengang alle røg	30:03	30:30	7
Swaztika-feltet	31:05	31:44	7
