name,t1,t2,rating
Placeholder,03:18,03:34,1
Placeholder,05:22,05:28,1
Placeholder,12:10,12:20,1
Placeholder,12:21,12:39,1
Placeholder,15:24,15:47,1
Placeholder,16:55,17:11,1
Placeholder,17:36,18:23,1
Placeholder,20:55,21:11,1
Placeholder,21:18,21:29,1
Placeholder,21:41,21:56,1
Placeholder,22:29,22:33,1
Placeholder,22:46,23:01,1
Placeholder,23:16,23:49,1
Placeholder,26:13,26:43,1
Placeholder,28:12,28:17,1
Placeholder,35:38,35:44,1
