name;t1;t2;rating
Borgmesterens komplekse fisk;04:15;04:43;7
Okay, det var edermaenme nemt;19:30;19:34;6
Hjemmeopgaver, der skal afleveres;26:23;26:48;5
Pindsvin, der er gået i vinterhi;42:58;43:33;5
Religionstime;47:24;47:49;5
Den forvirrede brygmester;52:52;53:28;4
