semester,skema,title,link
E15/F16,Skema C,Flader/Fladeintegraler Del 2,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+2/0_gbl85zrw/185147
E15/F16,Skema C,Flader/Fladeintegraler Del 1,https://video.dtu.dk/media/Flader+Fladeintegraler+Del+1/0_4tge9b4w/185147
E15/F16,Skema C,Rumintegraler Del 1,https://video.dtu.dk/media/Rumintegraler+Del+1/0_t6gik590/185147
E15/F16,Skema C,Rumintegraler Del 2,https://video.dtu.dk/media/Rumintegraler+Del+2/0_fmo22i2x/185147
E15/F16,Skema C,Vektorfelter Del 1,https://video.dtu.dk/media/Vektorfelter+Del+1/0_ir5ts6at/185147
E15/F16,Skema C,Vektorfelter Del 2,https://video.dtu.dk/media/Vektorfelter+Del+2/0_k4je57mf/185147
E15/F16,Skema C,Tangentielt kurveintegral Del 1,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+1/0_rlrqf6gi/185147
E15/F16,Skema C,Tangentielt kurveintegral Del 2,https://video.dtu.dk/media/Tangentielt+kurveintegral+Del+2/0_42zn39kd/185147
E15/F16,Skema C,Flux Del 1,https://video.dtu.dk/media/Flux+Del+1/0_wo1ktdiy/185147
E15/F16,Skema C,Flux Del 2,https://video.dtu.dk/media/Flux+Del+2/0_ichel4l8/185147
E15/F16,Skema C,Gauss Del 1,https://video.dtu.dk/media/Gauss+Del+1/0_p1io4qy6/185147
E15/F16,Skema C,Gauss Del 2,https://video.dtu.dk/media/Gauss+Del+2/0_62yme9je/185147
E15/F16,Skema C,Stokes Del 1,https://video.dtu.dk/media/Stokes+Del+1/0_yeou4fqs/185147
E15/F16,Skema C,Stokes Del 2,https://video.dtu.dk/media/Stokes+Del+2/0_2ui16nod/185147
E15/F16,Skema C,Repetition Del 1,https://video.dtu.dk/media/Repetition+Del+1/0_ub3mmrhu/185147
E15/F16,Skema C,Repetition Del 2,https://video.dtu.dk/media/Repetition+Del+2/0_eqb2f1x1/185147
E16/F17,Skema B,Komplekse tal 1,https://video.dtu.dk/media/Komplekse+tal+1/0_d6wb36hu/185142
E16/F17,Skema B,Komplekse tal 2,https://video.dtu.dk/media/Komplekse+tal+2/0_qagwel06/185142
E16/F17,Skema B,Komplekse tal 3,https://video.dtu.dk/media/Komplekse+tal+3/0_k661u83i/185142
E16/F17,Skema B,Polære Koordinater og Eksponentiel Form Del 1,https://video.dtu.dk/media/Pol%C3%A6re+Koordinater+og+Eksponentiel+Form+Del+1/0_n2l6r3cf/185142
E16/F17,Skema B,Polære Koordinater og Eksponentiel Form Del 2,https://video.dtu.dk/media/Pol%C3%A6re+Koordinater+og+Eksponentiel+Form+Del+2/0_vglofsgt/185142
E16/F17,Skema B,Komplekse tal,https://video.dtu.dk/media/Komplekse+tal/0_1ipo1kit/185142
E16/F17,Skema B,Polynomier Del 1,https://video.dtu.dk/media/Polynomier+Del+1/0_zish5xog/185142
E16/F17,Skema B,Polynomier Del 2,https://video.dtu.dk/media/Polynomier+Del+2/0_kzb683so/185142
E16/F17,Skema B,Differentiabilitet,https://video.dtu.dk/media/Differentiabilitet/0_affzm1h3/185142
E16/F17,Skema B,Taylors Formler Del 1,https://video.dtu.dk/media/Taylors+Formler+Del+1/0_mxv78tip/185142
E16/F17,Skema B,Taylors Formler Del 2,https://video.dtu.dk/media/Taylors+Formler+Del+2/0_g7ty3ixy/185142
E16/F17,Skema B,Lineære ligningssystemer og matrixregning Del 1,https://video.dtu.dk/media/Line%C3%A6re+ligningssystemer+og+matrixregning+Del+1/0_rsbgau7r/185142
E16/F17,Skema B,Lineære ligningssystemer og matrixregning Del 2,https://video.dtu.dk/media/Line%C3%A6re+ligningssystemer+og+matrixregning+Del+2/0_5avolj7x/185142
E16/F17,Skema B,Struktursætningen og Invers matrix,https://video.dtu.dk/media/Strukturs%C3%A6tningen+og+Invers+matrix/0_gpf7osnh/185142
E16/F17,Skema B,Determinanter og Vektor-Geometri Del 2,https://video.dtu.dk/media/Determinanter+og+Vektor-Geometri+Del+2/0_rik08c8r/185142
E16/F17,Skema B,Vektorrum Del 1,https://video.dtu.dk/media/Vektorrum+Del+1/0_m8ay4a8x/185142
E16/F17,Skema B,Vektorrum Del 2,https://video.dtu.dk/media/Vektorrum+Del+2/0_gqd3nj9y/185142
E16/F17,Skema B,Lineære Afbildninger Del 1,https://video.dtu.dk/media/Line%C3%A6re+Afbildninger+Del+1/0_0cz8bdjw/185142
E16/F17,Skema B,Lineære Afbildninger Del 2,https://video.dtu.dk/media/Line%C3%A6re+Afbildninger+Del+2/0_w9mi2aby/185142
E16/F17,Skema B,Afbildningsmatricer og basisskifte,https://video.dtu.dk/media/Afbildningsmatricer+og+basisskifte/0_9hckok4y/185142
E16/F17,Skema B,Lineære 1.ordens Differentialligninger Del 1 REUPLOAD,https://video.dtu.dk/media/Line%C3%A6re+1.ordens+Differentialligninger+Del+1+REUPLOAD/0_3h5pnm8m/185142
E16/F17,Skema B,Lineære 1.ordens Differentialligninger Del 2 REUPLOAD,https://video.dtu.dk/media/Line%C3%A6re+1.ordens+Differentialligninger+Del+2+REUPLOAD/0_lst45xas/185142
E16/F17,Skema B,Egenværdier og Egenvektorer del 1,https://video.dtu.dk/media/Egenv%C3%A6rdier+og+Egenvektorer+del+1/0_bcgze6bu/185142
E16/F17,Skema B,Egenværdier og Egenvektorer del 2,https://video.dtu.dk/media/Egenv%C3%A6rdier+og+Egenvektorer+del+2/0_06ol2xl4/185142
E16/F17,Skema B,Similære matricer. Diagonalisering ved similartransformation.,https://video.dtu.dk/media/Simil%C3%A6re+matricer.+Diagonalisering+ved+similartransformation./0_e4gkebhw/185142
E16/F17,Skema B,Symmetriske Matricer Del 1,https://video.dtu.dk/media/Symmetriske+Matricer+Del+1/0_oobq5xg8/185142
E16/F17,Skema B,Symmetriske Matricer Del 2,https://video.dtu.dk/media/Symmetriske+Matricer+Del+2/0_y22xcusn/185142
E16/F17,Skema B,Positiv ortogonal matrix,https://video.dtu.dk/media/Positiv+ortogonal+matrix/0_at7s9yo9/185142
E16/F17,Skema B,Positiv ortogonal matrix,https://video.dtu.dk/media/Positiv+ortogonal+matrix/0_n5vudpav/185142
E16/F17,Skema B,Differentialligningssystemer Del 1,https://video.dtu.dk/media/Differentialligningssystemer+Del+1/0_7sjf14fe/185142
E16/F17,Skema B,Differentialligningssystemer Del 2,https://video.dtu.dk/media/Differentialligningssystemer+Del+2/0_espankk1/185142
E16/F17,Skema B,2.ordens Differentialligninger,https://video.dtu.dk/media/2.ordens+Differentialligninger/0_dj77chm4/185142
E16/F17,Skema B,Eksamens gennemgang del 1,https://video.dtu.dk/media/Eksamens+gennemgang+del+1/0_mq33b6hd/185142
E16/F17,Skema B,Eksamens gennemgang del 2,https://video.dtu.dk/media/Eksamens+gennemgang+del+2/0_m5s5wqfw/185142
E16/F17,Skema B,Funktioner af 2 Variable Del 1,https://video.dtu.dk/media/Funktioner+af+2+Variable+Del+1/0_zc458rgi/185142
E16/F17,Skema B,Funktioner af 2 Variable Del 2,https://video.dtu.dk/media/Funktioner+af+2+Variable+Del+2/0_7sh0po5n/185142
E16/F17,Skema B,Funktioner af 2 Variable (Fortsat),https://video.dtu.dk/media/Funktioner+af+2+Variable+%28Fortsat%29/0_fs78l1lc/185142
E16/F17,Skema B,Taylors Formler for Flere Variable Del 1,https://video.dtu.dk/media/Taylors+Formler+for+Flere+Variable+Del+1/0_2n7vnahj/185142
E16/F17,Skema B,Taylors Formler for Flere Variable Del 2,https://video.dtu.dk/media/Taylors+Formler+for+Flere+Variable+Del+2/0_258qsmi4/185142
E16/F17,Skema B,Keglesnit,https://video.dtu.dk/media/Keglesnit/0_3hhfqfme/185142
E16/F17,Skema B,Ekstremumsundersøgelser Del 1,https://video.dtu.dk/media/Ekstremumsunders%C3%B8gelser+Del+1/0_n1vp9p2e/185142
E16/F17,Skema B,Ekstremumsundersøgelser Del 2,https://video.dtu.dk/media/Ekstremumsunders%C3%B8gelser+Del+2/0_yj3opfi1/185142
E16/F17,Skema B,Integrationsteknik,https://video.dtu.dk/media/Integrationsteknik/0_6vla2wnj/185142
E16/F17,Skema B,Riemannintegralet og Kurver i Planen og Rummet Del 1,https://video.dtu.dk/media/Riemannintegralet+og+Kurver+i+Planen+og+Rummet+Del+1/0_x3zaz0v6/185142
E16/F17,Skema B,Riemannintegralet og Kurver i Planen og Rummet Del 2,https://video.dtu.dk/media/Riemannintegralet+og+Kurver+i+Planen+og+Rummet+Del+2/0_5bw4txga/185142
E16/F17,Skema B,Planintegraler og Fladeintegraler Del 1 (Reupload),https://video.dtu.dk/media/Planintegraler+og+Fladeintegraler+Del+1+%28Reupload%29/0_arctfgih/185142
E16/F17,Skema B,Planintegraler og Fladeintegraler Del 2,https://video.dtu.dk/media/Planintegraler+og+Fladeintegraler+Del+2/0_ihv1c4k1/185142
E16/F17,Skema B,Særlige fladeintegraler,https://video.dtu.dk/media/S%C3%A6rlige+fladeintegraler/0_cwbnzsns/185142
E16/F17,Skema B,Rumlige Områder og Rumintegraler Del 1,https://video.dtu.dk/media/Rumlige+Omr%C3%A5der+og+Rumintegraler+Del+1/0_j9sr306v/185142
E16/F17,Skema B,Rumlige Områder og Rumintegraler Del 2,https://video.dtu.dk/media/Rumlige+Omr%C3%A5der+og+Rumintegraler+Del+2/0_x6d7vmth/185142
E16/F17,Skema B,Vektorfelter med Tangentielle Kurveintegraler Del 1,https://video.dtu.dk/media/Vektorfelter+med+Tangentielle+Kurveintegraler+Del+1/0_vtc8a9i7/185142
E16/F17,Skema B,Vektorfelter med Tangentielle Kurveintegraler Del 2,https://video.dtu.dk/media/Vektorfelter+med+Tangentielle+Kurveintegraler+Del+2/0_oii30y7x/185142
E16/F17,Skema B,"Rep. Vektorfelter, gradientfelter,tangentielt kurveintegral, divergens og rotation",https://video.dtu.dk/media/Rep.+Vektorfelter%2C+gradientfelter%2Ctangentielt+kurveintegral%2C+divergens+og+rotation/0_y3r7eief/185142
E16/F17,Skema B,Flux og Gauss' Divergenssætning Del 1,https://video.dtu.dk/media/Flux+og+Gauss%27+Divergenss%C3%A6tning+Del+1/0_76i15c9j/185142
E16/F17,Skema B,Flux og Gauss' Divergenssætning Del 2,https://video.dtu.dk/media/Flux+og+Gauss%27+Divergenss%C3%A6tning+Del+2/0_5vw3j3tw/185142
E16/F17,Skema B,Gauss’ divergenssætning og fluxintegral,https://video.dtu.dk/media/Gauss%E2%80%99+divergenss%C3%A6tning+og+fluxintegral/0_hd84grkb/185142
E16/F17,Skema B,Stokes' Sætning og Stamvektorfelter Del 1,https://video.dtu.dk/media/Stokes%27+S%C3%A6tning+og+Stamvektorfelter+Del+1/0_zj87gsub/185142
E16/F17,Skema B,Stokes' Sætning og Stamvektorfelter Del 2,https://video.dtu.dk/media/Stokes%27+S%C3%A6tning+og+Stamvektorfelter+Del+2/0_omaq8pp0/185142
E16/F17,Skema B,Repetition: 2-timersprøven Maj 2016,https://video.dtu.dk/media/RepetitionA+2-timerspr%C3%B8ven+Maj+2016/0_hap3jqpc/185142
E16/F17,Skema B,InterMat Projekt Del 1,https://video.dtu.dk/media/InterMat+Projekt+Del+1/0_ybrbiuuk/185142
E16/F17,Skema B,InterMat Projekt Del 1,https://video.dtu.dk/media/InterMat+Projekt+Del+1/0_crhhljfp/185142
E16/F17,Skema B,InterMat Projekt Del 1,https://video.dtu.dk/media/InterMat+Projekt+Del+1/0_dud8gcpr/185142
E16/F17,Skema B,InterMat Projekt Del 1,https://video.dtu.dk/media/InterMat+Projekt+Del+1/0_risvw6yd/185142
E16/F17,Skema B,InterMat Projektdag Del 2,https://video.dtu.dk/media/InterMat+Projektdag+Del+2/0_ayvfcnsq/185142
E17/F18,Skema B,Komplekse tal 1 -part 1,https://video.dtu.dk/media/Komplekse+tal+1+-part+1/0_p1cud2lg/185138
E17/F18,Skema B,Komplekse tal 1 -part 2,https://video.dtu.dk/media/Komplekse+tal+1+-part+2/0_36d9gwrz/185138
E17/F18,Skema B,Regning med reelle og komplekse tal,https://video.dtu.dk/media/Regning+med+reelle+og+komplekse+tal/0_fe6jkjnf/185138
E17/F18,Skema B,Polære koordinater og eksponentiel form - Part 1,https://video.dtu.dk/media/Pol%C3%A6re+koordinater+og+eksponentiel+form+-+Part+1/0_uiguijao/185138
E17/F18,Skema B,Polære koordinater og eksponentiel form - Part 2,https://video.dtu.dk/media/Pol%C3%A6re+koordinater+og+eksponentiel+form+-+Part+2/0_w2mchz0d/185138
E17/F18,Skema B,Polære koordinater og eksponentialfunktionen,https://video.dtu.dk/media/Pol%C3%A6re+koordinater+og+eksponentialfunktionen/0_lgm9dzwb/185138
E17/F18,Skema B,Komplekse Tal-Polynomier Part 1,https://video.dtu.dk/media/Komplekse+Tal-Polynomier+Part+1/0_va1hidud/185138
E17/F18,Skema B,Komplekse Tal-Polynomier Part 2,https://video.dtu.dk/media/Komplekse+Tal-Polynomier+Part+2/0_7kemrj82/185138
E17/F18,Skema B,Komplekse tal - Differentiabilitet,https://video.dtu.dk/media/Komplekse+tal+-+Differentiabilitet/0_hblvo135/185138
E17/F18,Skema B,Taylors Formel part 1,https://video.dtu.dk/media/Taylors+Formel+part+1/0_uwzet5oi/185138
E17/F18,Skema B,Taylors Formel part 2,https://video.dtu.dk/media/Taylors+Formel+part+2/0_720s8mqq/185138
E17/F18,Skema B,Lineære ligningssystemer - Part 1,https://video.dtu.dk/media/Line%C3%A6re+ligningssystemer+-+Part+1/0_4kt3v87w/185138
E17/F18,Skema B,Lineære ligningssystemer - Part 2,https://video.dtu.dk/media/Line%C3%A6re+ligningssystemer+-+Part+2/0_ldjjh4mt/185138
E17/F18,Skema B,Matrixalgebra,https://video.dtu.dk/media/Matrixalgebra/0_l648j4iv/185138
E17/F18,Skema B,Determinanter og vektor-geometri-Part1,https://video.dtu.dk/media/Determinanter+og+vektor-geometri-Part1/0_u21wuh3e/185138
E17/F18,Skema B,Determinanter og vektor-geometri-Part2,https://video.dtu.dk/media/Determinanter+og+vektor-geometri-Part2/0_y3mhkg4j/185138
E17/F18,Skema B,Geometri i planen og rummet,https://video.dtu.dk/media/Geometri+i+planen+og+rummet/0_0f02vaqy/185138
E17/F18,Skema B,Vektorrum-Part 1,https://video.dtu.dk/media/Vektorrum-Part+1/0_7jdsmfb0/185138
E17/F18,Skema B,Vektorrum-Part 1,https://video.dtu.dk/media/Vektorrum-Part+1/0_1hm84l8a/185138
E17/F18,Skema B,Vektorrum-Part 2,https://video.dtu.dk/media/Vektorrum-Part+2/0_pumksmj8/185138
E17/F18,Skema B,Lineære afbildninger-Part 2,https://video.dtu.dk/media/Line%C3%A6re+afbildninger-Part+2/0_fm48dkhx/185138
E17/F18,Skema B,Lineære afbildninger-Part 1,https://video.dtu.dk/media/Line%C3%A6re+afbildninger-Part+1/0_ros2ggy1/185138
E17/F18,Skema B,Afbildningsmatricer og basisskifte,https://video.dtu.dk/media/Afbildningsmatricer+og+basisskifte/0_1hxzf1iz/185138
E17/F18,Skema B,Lineære 1.ordens differentialligninger - Del 1,https://video.dtu.dk/media/Line%C3%A6re+1.ordens+differentialligninger+-+Del+1/0_u8lpj7an/185138
E17/F18,Skema B,Lineære 1.ordens differentialligninger - Del 2,https://video.dtu.dk/media/Line%C3%A6re+1.ordens+differentialligninger+-+Del+2/0_byqlbkjm/185138
E17/F18,Skema B,Egenværdier og Egenvektorer -Part1,https://video.dtu.dk/media/Egenv%C3%A6rdier+og+Egenvektorer+-Part1/0_nulgp7p3/185138
E17/F18,Skema B,Egenværdier og Egenvektorer -Part2,https://video.dtu.dk/media/Egenv%C3%A6rdier+og+Egenvektorer+-Part2/0_zj5jde3w/185138
E17/F18,Skema B,Diagonalisering ved similartransformation,https://video.dtu.dk/media/Diagonalisering+ved+similartransformation/0_9wf0sa6h/185138
E17/F18,Skema B,Symmetriske matricer -Part1,https://video.dtu.dk/media/Symmetriske+matricer+-Part1/0_qmj6v8ke/185138
E17/F18,Skema B,Symmetriske matricer -Part2,https://video.dtu.dk/media/Symmetriske+matricer+-Part2/0_7jslsmbv/185138
E17/F18,Skema B,Positiv ortogonal matrix,https://video.dtu.dk/media/Positiv+ortogonal+matrix/0_g3x8vvak/185138
E17/F18,Skema B,Differentialligningssystemer - Part 1,https://video.dtu.dk/media/Differentialligningssystemer+-+Part+1/0_h1spmcsy/185138
E17/F18,Skema B,Differentialligningssystemer - Part 2,https://video.dtu.dk/media/Differentialligningssystemer+-+Part+2/0_6ox5iwpa/185138
E17/F18,Skema B,Andenordens differentialligninger - Part 1,https://video.dtu.dk/media/Andenordens+differentialligninger+-+Part+1/0_g3zswarj/185138
E17/F18,Skema B,Andenordens differentialligninger - Part 2,https://video.dtu.dk/media/Andenordens+differentialligninger+-+Part+2/0_n55lsns4/185138
E17/F18,Skema B,Øvelse.,https://video.dtu.dk/media/%C3%98velse./0_481y9w9f/185138
E17/F18,Skema B,Funktioner af to variable Del 1,https://video.dtu.dk/media/Funktioner+af+to+variable+Del+1/0_ut3rt155/185138
E17/F18,Skema B,Funktioner af to variable del 2,https://video.dtu.dk/media/Funktioner+af+to+variable+del+2/0_zonsj2rf/185138
E17/F18,Skema B,Mere om funktioner af to variable,https://video.dtu.dk/media/Mere+om+funktioner+af+to+variable/0_by13cx05/185138
E17/F18,Skema B,Taylors formler del 2,https://video.dtu.dk/media/Taylors+formler+del+2/0_lntfb4pc/185138
E17/F18,Skema B,Taylors formler del 1,https://video.dtu.dk/media/Taylors+formler+del+1/0_gzf88zns/185138
E17/F18,Skema B,Keglesnit,https://video.dtu.dk/media/Keglesnit/0_xf33qhdc/185138
E17/F18,Skema B,Ekstremumsundersøgelser Del 1,https://video.dtu.dk/media/Ekstremumsunders%C3%B8gelser+Del+1/0_6xvr5trs/185138
E17/F18,Skema B,Ekstremumsundersøgelser Del 2,https://video.dtu.dk/media/Ekstremumsunders%C3%B8gelser+Del+2/0_va0glbam/185138
E17/F18,Skema B,Riemannintegralet og dets brug på kurver Del 1,https://video.dtu.dk/media/Riemannintegralet+og+dets+brug+p%C3%A5+kurver+Del+1/0_vxc7f3bn/185138
E17/F18,Skema B,Riemannintegralet og dets brug på kurver Del 2,https://video.dtu.dk/media/Riemannintegralet+og+dets+brug+p%C3%A5+kurver+Del+2/0_v9uckq94/185138
E17/F18,Skema B,Integrationsteknik,https://video.dtu.dk/media/Integrationsteknik/0_ulsvxuxw/185138
E17/F18,Skema B,Planintegraler og Fladeintegraler Del 1 (Reupload),https://video.dtu.dk/media/Planintegraler+og+Fladeintegraler+Del+1+%28Reupload%29/0_65vjppl2/185138
E17/F18,Skema B,Planintegraler og Fladeintegraler Del 2,https://video.dtu.dk/media/Planintegraler+og+Fladeintegraler+Del+2/0_w4hgz8nt/185138
E17/F18,Skema B,Særlige flader i rummet,https://video.dtu.dk/media/S%C3%A6rlige+flader+i+rummet/0_msc7go5j/185138
E17/F18,Skema B,Rumlige områder og Rumintegraler Del 2,https://video.dtu.dk/media/Rumlige+omr%C3%A5der+og+Rumintegraler+Del+2/0_vwmwhbnk/185138
E17/F18,Skema B,Rumlige områder og Rumintegraler Del 1,https://video.dtu.dk/media/Rumlige+omr%C3%A5der+og+Rumintegraler+Del+1/0_a5xfv1bj/185138
E17/F18,Skema B,Vektorfelter del 2,https://video.dtu.dk/media/Vektorfelter+del+2/0_f4jwzl1g/185138
E17/F18,Skema B,Vektorfelter del 1,https://video.dtu.dk/media/Vektorfelter+del+1/0_gmomiux2/185138
E17/F18,Skema B,Mere om gradientvektorfelter,https://video.dtu.dk/media/Mere+om+gradientvektorfelter/0_gsmf4wm8/185138
E17/F18,Skema B,Flux og Gauss’ divergenssætning del 2,https://video.dtu.dk/media/Flux+og+Gauss%E2%80%99+divergenss%C3%A6tning+del+2/0_h9qlm9rr/185138
E17/F18,Skema B,Flux og Gauss’ divergenssætning del 1,https://video.dtu.dk/media/Flux+og+Gauss%E2%80%99+divergenss%C3%A6tning+del+1/0_w9qips9f/185138
E17/F18,Skema B,Mere om Gauss’ divergenssætning,https://video.dtu.dk/media/Mere+om+Gauss%E2%80%99+divergenss%C3%A6tning/0_lxth9w73/185138
E17/F18,Skema B,Stokes’ sætning,https://video.dtu.dk/media/Stokes%E2%80%99+s%C3%A6tning/0_dzl6vpsx/185138
E17/F18,Skema B,Gennemgang af eksamenssæt maj 2017 - opgave 2 og 3,https://video.dtu.dk/media/Gennemgang+af+eksamenss%C3%A6t+maj+2017+-+opgave+2+og+3/0_ujtnuno6/185138
E17/F18,Skema B,Gennemgang af eksamenssæt maj 2017 - opgave 1,https://video.dtu.dk/media/Gennemgang+af+eksamenss%C3%A6t+maj+2017+-+opgave+1/0_cvqwiscu/185138
E17/F18,Skema B,Gennemgang af eksamenssæt maj 2017 - opgave 4,https://video.dtu.dk/media/Gennemgang+af+eksamenss%C3%A6t+maj+2017+-+opgave+4/0_aopm3kr1/185138
E18/F19,Skema B,"Uge 13, Store Dag: Stokes’ sætning og potentialer Part 2",https://video.dtu.dk/media/Uge+13%2C+Store+DagA+Stokes%E2%80%99+s%C3%A6tning+og+potentialer+Part+2/0_snggc4qs/218754
E18/F19,Skema B,"Uge 13, Store Dag: Stokes’ sætning og potentialer Part 1",https://video.dtu.dk/media/Uge+13%2C+Store+DagA+Stokes%E2%80%99+s%C3%A6tning+og+potentialer+Part+1/0_s7iu5v0m/218754
E18/F19,Skema B,"Uge 12, Lille dag: Repetition Del 2",https://video.dtu.dk/media/Uge+12%2C+Lille+dagA+Repetition+Del+2/0_afqcuyqe/218754
E18/F19,Skema B,"Uge 12, Lille dag: Repetition Del 1",https://video.dtu.dk/media/Uge+12%2C+Lille+dagA+Repetition+Del+1/0_cskpvky9/218754
E18/F19,Skema B,"Uge 8, Store Dag: Flux og Gauss’ divergenssætning Part 2",https://video.dtu.dk/media/Uge+8%2C+Store+DagA+Flux+og+Gauss%E2%80%99+divergenss%C3%A6tning+Part+2/0_fyuz7avc/218754
E18/F19,Skema B,"Uge 8, Store Dag: Flux og Gauss’ divergenssætning Part 1",https://video.dtu.dk/media/Uge+8%2C+Store+DagA+Flux+og+Gauss%E2%80%99+divergenss%C3%A6tning+Part+1/0_rq91jh5e/218754
E18/F19,Skema B,"Uge 7, Lille Dag: Mere om gradientvektorfelter",https://video.dtu.dk/media/Uge+7%2C+Lille+DagA+Mere+om+gradientvektorfelter/0_29pyqdm4/218754
E18/F19,Skema B,"Uge 7, Store Dag: Vektorfelter Part 2",https://video.dtu.dk/media/Uge+7%2C+Store+DagA+Vektorfelter+Part+2/0_h26cxkcg/218754
E18/F19,Skema B,"Uge 7, Store Dag: Vektorfelter Part 1",https://video.dtu.dk/media/Uge+7%2C+Store+DagA+Vektorfelter+Part+1/0_khtjk7pt/218754
E18/F19,Skema B,"Uge 6, Store Dag: Rumlige områder og Rumintegraler Part 2",https://video.dtu.dk/media/Uge+6%2C+Store+DagA+Rumlige+omr%C3%A5der+og+Rumintegraler+Part+2/0_01td9ke3/218754
E18/F19,Skema B,"Uge 6, Store Dag: Rumlige områder og Rumintegraler Part 1",https://video.dtu.dk/media/Uge+6%2C+Store+DagA+Rumlige+omr%C3%A5der+og+Rumintegraler+Part+1/0_luwkgf84/218754
E18/F19,Skema B,"Uge 5, Lille Dag: Særlige flader i rummet",https://video.dtu.dk/media/Uge+5%2C+Lille+DagA+S%C3%A6rlige+flader+i+rummet/0_me4sb5m4/218754
E18/F19,Skema B,"Uge 4, Lille Dag: Integrationsteknik",https://video.dtu.dk/media/Uge+4%2C+Lille+DagA+Integrationsteknik/0_1ain8y8s/218754
E18/F19,Skema B,Uge 4: Store Dag: Riemannintegralet og dets brug på kurver Part 2,https://video.dtu.dk/media/Uge+4A+Store+DagA+Riemannintegralet+og+dets+brug+p%C3%A5+kurver+Part+2/0_obscxwho/218754
E18/F19,Skema B,Uge 4: Store Dag: Riemannintegralet og dets brug på kurver Part 1,https://video.dtu.dk/media/Uge+4A+Store+DagA+Riemannintegralet+og+dets+brug+p%C3%A5+kurver+Part+1/0_m0nfqq6o/218754
E18/F19,Skema B,"Uge 3, Store Dag: Ekstremumsundersøgelser Part 2",https://video.dtu.dk/media/Uge+3%2C+Store+DagA+Ekstremumsunders%C3%B8gelser+Part+2/0_0qy5lhqw/218754
E18/F19,Skema B,"Uge 3, Store Dag: Ekstremumsundersøgelser part 1",https://video.dtu.dk/media/Uge+3%2C+Store+DagA+Ekstremumsunders%C3%B8gelser+part+1/0_8jn08o8f/218754
E18/F19,Skema B,"Uge 2, Store Dag: Taylors formler Part 2",https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Taylors+formler+Part+2/0_dtowqqoh/218754
E18/F19,Skema B,"Uge 2, Store Dag: Taylors formler Part 1",https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Taylors+formler+Part+1/0_o612v5nk/218754
E18/F19,Skema B,Komplekse tal pÃ¥ rektangulÃ¦r form - Part1,https://video.dtu.dk/media/Komplekse+tal+p%C3%83%C2%A5+rektangul%C3%83%C2%A6r+form+-+Part1/0_mm44gsx9/218754
E18/F19,Skema B,Komplekse tal pÃ¥ rektangulÃ¦r form - Part2,https://video.dtu.dk/media/Komplekse+tal+p%C3%83%C2%A5+rektangul%C3%83%C2%A6r+form+-+Part2/0_j2ci426w/218754
E18/F19,Skema B,Regning med reelle og komplekse tal,https://video.dtu.dk/media/Regning+med+reelle+og+komplekse+tal/0_phv8t50f/218754
E18/F19,Skema B,"Uge 2, Store Dag: PolÃ¦re koordinater og eksponentiel form - Part1",https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Pol%C3%83%C2%A6re+koordinater+og+eksponentiel+form+-+Part1/0_o8n6cldu/218754
E18/F19,Skema B,"Uge 2, Store Dag: PolÃ¦re koordinater og eksponentiel form - Part2",https://video.dtu.dk/media/Uge+2%2C+Store+DagA+Pol%C3%83%C2%A6re+koordinater+og+eksponentiel+form+-+Part2/0_ddxiz4zn/218754
E18/F19,Skema B,"Uge 2, Lille Dag: PolÃ¦re koordinater og eksponentialfunktionen",https://video.dtu.dk/media/Uge+2%2C+Lille+DagA+Pol%C3%83%C2%A6re+koordinater+og+eksponentialfunktionen/0_z7rjz126/218754
E18/F19,Skema B,"Uge 3, Store Dag: Polynomier - Part1",https://video.dtu.dk/media/Uge+3%2C+Store+DagA+Polynomier+-+Part1/0_sehxkjo1/218754
E18/F19,Skema B,"Uge 3, Store Dag: Polynomier - Part2",https://video.dtu.dk/media/Uge+3%2C+Store+DagA+Polynomier+-+Part2/0_8chxoatv/218754
E18/F19,Skema B,"Uge 3, Lille Dag: Differentiabilitet",https://video.dtu.dk/media/Uge+3%2C+Lille+DagA+Differentiabilitet/0_ii4bbard/218754
E18/F19,Skema B,Taylors formler del 2,https://video.dtu.dk/media/Taylors+formler+del+2/0_k4psuxfj/218754
E18/F19,Skema B,Taylors formler del 1,https://video.dtu.dk/media/Taylors+formler+del+1/0_ay0d3kk5/218754
E18/F19,Skema B,"Uge 5, Hold B: Lineære ligningssystemer Del 1",https://video.dtu.dk/media/Uge+5%2C+Hold+BA+Line%C3%A6re+ligningssystemer+Del+1/0_65hndm84/218754
E18/F19,Skema B,"Uge 5, Hold B: Lineære ligningssystemer Del 2",https://video.dtu.dk/media/Uge+5%2C+Hold+BA+Line%C3%A6re+ligningssystemer+Del+2/0_iey5769m/218754
E18/F19,Skema B,"Uge 5, Lille Dag: Matrixalgebra",https://video.dtu.dk/media/Uge+5%2C+Lille+DagA+Matrixalgebra/0_9az6ab1o/218754
E18/F19,Skema B,Determinanter og vektor-geometri del 1,https://video.dtu.dk/media/Determinanter+og+vektor-geometri+del+1/0_i4t37mkl/218754
